"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","74 СОУ","3,81","55","","","","","","","2,88","1","","","3,66","20","3,85","16","4,25","18","","","","","","","","","","","3,892","55","3,853","110"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","79 средно общообразователно   училище","3,83","25","","","","","","","","","","","3,5","5","4,48","13","4,58","7","","","","","","","","","","","4,31","25","4,07","50"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","81 Средно общообразователно   училище","4,76","21","","","","","","","","","","","4,13","4","5,11","6","5,45","10","","","","","","","","","","","5,084","20","4,92","41"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","85 Средно общообразователно училище","3,36","13","","","","","","","3,17","3","","","3,66","4","3,68","7","","","","","","","","","","","","","3,564","14","3,466","27"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","88 Средно общообразователно училище","4,35","22","","","","","","","3,89","3","","","3,73","8","4,84","1","5,26","12","","","","","","","","","","","4,563","24","4,462","46"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","90 Средно общообразователно училище","4,27","21","","","","","","","","","","","3,38","1","4,76","16","4,59","2","","","","","5,56","2","","","","","4,75","21","4,508","42"
"София-град","София","Общинско","профилирана гимназия","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ  ,,Професор Константин Гълъбов","5,71","208","5,37","22","","","5,94","4","","","6","3","","","5,76","6","5,76","58","5,86","3","5,69","86","","","","","","","5,69","182","5,702","390"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","93-то Средно общообразователно училище","3,89","34","","","","","","","3,19","7","","","3,74","7","3,94","11","4,53","11","5,41","1","","","","","","","","","3,975","37","3,936","71"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","94-то  Средно общообразователно    училище","3,27","24","","","","","","","","","","","3,07","25","3,73","2","","","","","","","","","","","","","3,114","27","3,189","51"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","95 СОУ","4,04","26","","","","","","","3,36","2","","","3,85","3","3,99","12","4,13","11","","","","","","","","","","","3,984","28","4,011","54"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","96 Средно общообразователно    училище с изучаване на чужди езици","4,63","20","","","","","","","4,69","3","","","3,5","1","","","4,92","15","","","","","3,7","1","","","","","4,751","20","4,688","40"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","97 Средно общообразователно училище","3,8","47","2,75","1","","","","","3,33","7","","","3,64","18","3,82","5","4,65","15","","","","","5,61","1","","","","","3,956","47","3,876","94"
"София-град","София","Общинско","профилирана гимназия","9 Френска езикова гимназия ""Алфонс дьо Ламартин""","5,25","203","4,57","16","5,02","3","","","5,13","2","5,6","4","4,75","11","5,99","8","5,63","39","","","","","6","1","5,34","119","","","5,329","203","5,288","406"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","IV Сменно-вечерна гимназия","4,12","60","","","3,14","3","","","3,42","20","","","3,77","19","4,4","5","5,17","9","4,67","4","","","","","","","","","3,944","60","4,033","120"
"София-град","София","Частно","профилирана гимназия","АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ","5,66","126","5,61","13","","","5,93","2","","","6","2","","","5,92","5","5,86","104","","","","","","","","","","","5,838","126","5,748","252"
"София-град","София","Общинско","профилирана гимназия","Втора английска езикова гимназия","5,1","224","5,15","9","5,68","1","4,92","1","3,95","2","5,2","3","4,12","4","5,28","13","5,45","188","5,82","2","","","4,7","1","","","","","5,388","224","5,246","448"
"София-град","София","общинско","общообразователно","39 Среднообщообразователно училище ""Петър Динеков""","","","","","","","","","","","","","","","2,35","1","","","","","","","","","","","","","2,35","1","2,35","1"
"София-град","София","Държавно","по изкуствата","Национален учебен комплекс по култура с   лицей за изучаване на италиански език и култура с участието на Република Италия","5,3","52","","","","","","","","","","","","","5,41","1","5,41","12","","","","","","","","","5,39","38","5,391","51","5,347","103"
"София-град","София","Държавно","по изкуствата","Национална гимназия за древни езици и култури","5,52","84","","","5,34","5","","","4,56","5","","","4,93","45","","","5,5","26","","","5,55","3","","","","","","","5,132","84","5,325","168"
"София-град","София","Държавно","профилирана гимназия","Национална  природо-математическа   гимназия","5,22","210","5,49","55","","","5,67","6","4,78","13","5,61","46","5,06","27","5,54","21","5,44","39","6","1","5,76","2","","","","","","","5,422","210","5,321","420"
"София-град","София","Държавно","професионална гимназия","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА","4,23","213","3,52","12","3,75","9","3,5","2","3,36","9","3,87","2","4","53","4,6","41","4,73","82","","","3,28","2","","","","","","","4,32","212","4,276","425"
"София-град","София","Държавно","по изкуствата","Национална професионална гимназия  по полиграфия и фотография","4,43","100","","","","","","","3,54","8","","","3,88","10","4,23","38","4,87","42","","","","","","","","","","","4,414","98","4,421","198"
"София-град","София","Държавно","професионална гимназия","НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ","4,98","251","4,49","29","5,03","19","","","4,34","19","","","4,76","25","4,87","30","4,92","119","","","5,24","7","","","4,99","4","","","4,821","252","4,899","503"
"София-град","София","Държавно","професионална гимназия","НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ","5,15","142","4,39","14","4,45","6","","","4,29","4","","","4,63","18","5,02","8","5,03","88","","","4,59","4","","","","","","","4,856","142","5,004","284"
"София-град","София","Държавно","по изкуствата","Национално музикално училище","4,36","72","","","3,96","10","","","","","","","3,98","20","4,46","4","5,05","35","","","5,1","2","","","","","4,24","1","4,558","72","4,458","144"
"София-град","София","Държавно","СОУ (І - ХІІ клас)","НАЦИОНАЛНО СРЕДНО   ОБЩООБРАЗОВАТЕЛНО   УЧИЛИЩЕ","3,87","39","3,03","1","2,97","1","","","3,5","3","","","3,48","7","3,97","7","4,17","20","2,62","1","","","","","","","","","3,865","40","3,867","79"
"София-град","София","Държавно","по изкуствата","Национално училище за   изящни изкуства","4,43","52","","","3,52","2","","","","","","","4,27","7","5,28","3","5,08","40","","","","","","","","","","","4,923","52","4,675","104"
"София-град","София","Държавно","по изкуствата","Национално училище за  танцово изкуство","4,27","44","","","3,3","2","","","3,61","4","","","3,84","6","4,46","23","4,89","9","","","","","","","","","","","4,335","44","4,301","88"
"София-град","София","частно","общообразователно","Частна немска гимназия ""Ерих Кестнер""","5,56","5","","","","","","","","","","","","","","","6","1","","","5,44","4","","","","","","","5,554","5","5,558","10"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по  хранително-  вкусови технологии","3,32","24","","","","","","","3,23","16","","","4,32","2","3,49","7","3,89","2","","","","","","","","","","","3,43","27","3,379","51"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ    ПО ЕЛЕКТРОТЕХНИКА  И АВТОМАТИКА","4,09","97","5,71","1","3,95","3","3,21","1","3,49","26","","","3,66","8","4,23","8","4,42","49","","","","","","","","","","","4,073","96","4,079","193"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по  механоелектротехника","3,35","62","2,85","4","","","","","3,34","5","","","3,2","8","3,89","34","4,68","5","","","","","","","","","","","3,741","56","3,534","118"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","3,14","9","","","","","","","3,06","2","","","3,23","2","3,21","6","","","","","","","","","","","","","3,18","10","3,159","19"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ТРАНСПОРТ","3,21","10","","","","","","","3,78","1","","","3,66","3","3,69","4","","","","","","","","","","","","","3,689","8","3,423","18"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО АУДИО-, ВИДЕО- И   ТЕЛЕКОМУНИКАЦИЯ","3,93","79","3,51","3","3,7","11","5,06","2","3,44","11","","","4,01","4","4,1","26","4,68","24","","","","","","","","","","","4,125","81","4,028","160"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по  екология  и   биотехнологии","4,01","28","3,11","1","5,7","1","","","3,39","14","","","3,24","1","4,3","6","4,68","6","","","","","","","","","","","3,91","29","3,959","57"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по железопътен транспорт","2,9","2","","","","","","","2,89","2","","","","","","","2,62","1","","","","","","","","","","","2,8","3","2,838","5"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по облекло","3,26","13","","","","","","","2,97","1","","","4,14","2","3,42","8","","","","","","","","","","","","","3,506","11","3,375","24"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по битова    и електротранспортна техника и строителство","3,23","25","3,25","1","5,63","1","3,18","2","2,77","12","","","3,3","5","3,05","4","3,96","4","","","","","","","","","","","3,207","29","3,216","54"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА  ГИМНАЗИЯ    ПО ТЕЛЕКОМУНИКАЦИИ","4,07","103","3,96","5","4,49","5","4,12","1","3,44","15","","","3,87","12","4,56","9","4,72","57","","","","","","","","","","","4,37","104","4,221","207"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия  по топлинна и хладилна техника","3,21","20","","","3,14","1","","","3,03","10","","","","","3,06","7","3,72","3","","","","","","","","","","","3,144","21","3,175","41"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по транспорт   и енергетика","3,72","155","3,25","8","3,01","3","3,72","6","3,36","15","","","3,38","12","4,04","62","4,05","52","","","","","","","","","","","3,856","158","3,791","313"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по   фризьорство и козметика","3,44","46","","","2,26","1","","","2,92","16","","","3,72","5","3,73","25","3,14","2","5,41","1","","","","","","","","","3,45","50","3,444","96"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ТРАНСПОРТ","3,39","36","","","","","","","3,05","9","","","3,46","8","3,8","21","3,76","4","","","","","","","","","","","3,568","42","3,487","78"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО СЕЛСКО СТОПАНСТВО","3,18","4","","","","","","","","","","","2,77","5","","","","","","","","","","","","","","","2,77","5","2,951","9"
"София-град","София","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА,   СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","3,33","44","","","","","","","3,04","16","","","3,17","6","3,6","23","3,12","5","","","","","","","","","","","3,322","50","3,325","94"
"София-град","София","Държавно","професионална гимназия","Професионална гимназия по   текстил и моден дизайн","4,27","58","","","","","","","","","5,41","1","4,19","23","4,36","29","3,88","4","","","4,58","1","","","3,25","1","","","4,265","59","4,269","117"
"София-град","София","Общинско","профилирана гимназия","Профилирана гимназия  за изобразителни изкуства","3,93","40","","","","","","","","","","","3,79","4","3,79","19","4,98","15","","","","","","","","","4,61","1","4,27","39","4,096","79"
"София-град","София","Общинско","профилирана гимназия","Профилирана гимназия с изучаване на чужди езици ""Свети Методий""","4,21","69","","","3,73","3","","","3,57","5","","","4","10","4,4","7","4,78","38","5,03","2","4,18","2","5,1","3","4,75","1","","","4,507","71","4,363","140"
"София-град","София","Държавно","профилирана гимназия","Профилирана гимназия с интензивно изучаване на румънски език","4,3","11","","","","","","","","","","","4,04","5","4,84","4","5,12","2","","","","","","","","","","","4,526","11","4,411","22"
"София-град","София","Частно","профилирана гимназия","Първа частна английска гимназия ""Уилям Шекспир""","4,62","37","","","","","","","","","","","","","","","4,97","32","","","5,05","5","","","","","","","4,978","37","4,8","74"
"София-град","София","Общинско","профилирана гимназия","Първа английска езикова гимназия","5,44","212","5,22","10","","","","","","","5,86","1","5,18","5","5,71","7","5,67","186","5,71","1","5,35","1","","","","","","","5,638","211","5,538","423"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","7.  СРЕДНО  ОБЩООБРАЗОВАТЕЛНО   УЧИЛИЩЕ","4,62","94","3,64","5","4,94","4","5,32","1","4,55","7","","","4,78","1","5,11","12","4,92","64","","","","","","","","","","","4,852","94","4,736","188"
"София-град","София","Държавно","професионална гимназия","Софийска гимназия   по хлебни              и сладкарски технологии","3,6","45","","","4,87","1","","","3,21","26","","","3,26","6","3,9","6","4,21","9","","","","","","","","","","","3,524","48","3,559","93"
"София-град","София","Държавно","професионална гимназия","СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ","4,77","185","4,23","49","4,05","6","5,17","4","4,33","6","5,58","1","4,38","37","4,93","29","4,9","51","","","","","","","","","","","4,584","183","4,676","368"
"София-град","София","Държавно","професионална гимназия","СОДУ Софийска духовна семинария","3,96","13","","","4,64","1","","","","","","","3,64","6","4,38","6","","","","","","","","","","","","","4,055","13","4,009","26"
"София-град","София","Частно","профилирана гимназия","ЧАСТНА ПРОФИЛИРАНА ГИМНАЗИЯ   С ИЗУЧАВАНЕ НА АНГЛИЙСКИ ЕЗИК","4,17","4","","","","","","","","","","","","","","","5,11","4","","","","","","","","","","","5,105","4","4,639","8"
"София-град","София","Общинско","профилирана гимназия","Софийска математическа гимназия","5,43","173","5,76","143","","","","","","","5,99","3","","","5,9","4","5,78","23","","","","","","","","","","","5,771","173","5,602","346"
"София-град","София","Държавно","професионална гимназия","СОФИЙСКА ПРОФЕСИОНАЛНА   ГИМНАЗИЯ по ЕЛЕКТРОНИКА","4,28","196","4,16","32","3,83","14","4,43","2","3,63","16","","","4,27","18","4,63","17","4,93","96","","","4,53","1","","","","","","","4,526","196","4,403","392"
"София-град","София","Държавно","професионална гимназия","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ТУРИЗЪМ","4,46","175","3,95","3","4,06","6","4,24","1","3,93","30","3,67","2","4,35","16","4,35","79","4,44","38","","","4,09","1","","","","","","","4,272","176","4,367","351"
"София-град","София","Държавно","за деца с нарушено зрение","СОУ за деца с нарушено зрение","4,64","6","","","","","","","","","","","","","4,66","6","","","","","","","","","","","","","4,658","6","4,649","12"
"София-град","София","Държавно","за деца с увреден слух","Средно специално училище с детска градина   за деца с увреден слух","2,62","10","","","2,38","7","","","","","","","","","","","","","","","","","","","","","","","2,379","7","2,522","17"
"София-град","София","Държавно","по изкуствата","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ   ИЗКУСТВА","4,25","80","","","3,46","8","","","3,65","2","","","3,56","12","4,1","13","4,83","45","3,45","1","","","","","","","","","4,341","81","4,295","161"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","Трето средно   общообразователно  училище","3,51","39","","","2,88","1","","","2,76","6","","","3,38","13","3,97","14","4,86","6","","","","","","","","","","","3,704","40","3,607","79"
"София-град","София","Частно","профилирана гимназия","ЧАСТНА ГИМНАЗИЯ С ЕЗИКОВ И ХУМАНИТАРЕН ПРОФИЛ","5,21","46","","","","","","","","","","","","","","","5,55","46","","","","","","","","","","","5,549","46","5,381","92"
"София-град","София","Частно","профилирана гимназия","ЧАСТНА ЕЗИКОВА ГИМНАЗИЯ","5,05","18","","","","","","","","","","","","","","","5,32","18","","","","","","","","","","","5,319","18","5,185","36"
"София-град","София","Частно","професионална гимназия","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ИКОНОМИКА, ТУРИЗЪМ И ИНФОРМАТИКА   ,,БУЛПРОГРЕС","4,41","8","","","","","","","","","","","3,37","4","","","4,32","5","","","","","","","","","","","3,894","9","4,137","17"
"София-град","София","Частно","професионална гимназия","ЧАСТНА ПРОФЕСИОНАЛНА   ГИМНАЗИЯ ПО БАНКОВО ДЕЛО, ТЪРГОВИЯ И ФИНАНСИ","4,26","3","","","","","","","","","","","4,26","1","","","5,27","2","","","","","","","","","","","4,933","3","4,595","6"
"София-град","София","Частно","профилирана гимназия","Частна профилирана гимназия с   чуждоезиково обучение „Меридиан 22","5,29","11","","","","","","","","","","","","","","","5,56","11","","","","","","","","","","","5,559","11","5,422","22"
"София-град","София","Частно","профилирана гимназия","Частна профилирана гимназия","4,88","10","5,81","1","","","","","","","","","","","","","5,2","8","","","5,67","1","","","","","","","5,308","10","5,096","20"
"София-град","София","частно","общообразователно","Частна профилирана гимназия ""П.Яворов""","2,95","2","","","","","","","2,53","1","","","","","","","3,42","1","","","","","","","","","","","2,975","2","2,963","4"
"София-град","София","Частно","профилирана гимназия","Частна профилирана гимназия   с интензивно изучаване на чужди езици","3,86","15","","","","","","","","","","","3,57","2","","","4,16","11","","","","","4,7","2","","","","","4,15","15","4,007","30"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно езиково средно общообразователно   училище ""Дорис Тенеди""","5,33","38","6","1","","","","","","","","","","","5,06","3","5,35","31","","","5,65","3","","","","","","","5,367","38","5,349","76"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно профилирано средно   общообразователно училище","4,24","2","","","","","","","3,08","1","","","","","","","","","","","5,71","1","","","","","","","4,395","2","4,318","4"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно СОУ по изкуства и чужди езици ""Артис""","4,48","3","","","","","","","5,18","1","","","","","","","5,71","2","","","","","","","","","","","5,533","3","5,005","6"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно средно общообразователно   училище ""Дрита""","4,77","15","","","","","","","4,25","2","","","","","","","5,17","14","","","","","","","","","","","5,055","16","4,915","31"
"София-град","София","Държавно","спортно","СПОРТНО  УЧИЛИЩЕ","3,97","78","4,61","1","3,1","2","","","","","","","4,07","1","4,49","62","4,76","11","5,07","1","","","","","","","","","4,493","78","4,231","156"
"София-град","София","Държавно","професионална гимназия","Технологично училище Електронни системи към Технически Университет  - София","4,86","110","4,62","64","","","5,36","3","3,41","1","","","","","","","5,38","43","","","","","","","","","","","4,922","111","4,892","221"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно средно общообразователно училище","4,93","14","","","4,21","1","","","","","","","","","","","4,9","12","","","5,35","1","","","","","","","4,88","14","4,904","28"
"София-град","София","Частно","професионална гимназия","Частна професионална гимназия по охрана и сигурност","4","10","","","","","","","","","","","3,61","6","4,29","1","4,12","3","","","","","","","","","","","3,831","10","3,916","20"
"София-град","София","Общинско","СОУ (І - ХІІ клас)","37 СРЕДНО ОБЩООБРАЗОВАТЕЛНО УЧИЛИЩЕ","3,56","15","","","","","","","3,41","2","","","3,25","6","3,37","4","4,26","2","","","","","","","","","","","3,452","14","3,509","29"
"София-град","София","Частно","професионална гимназия","Частна професионална гимназия по   Мултимедия, компютърен графичен дизайн и анимация","4,41","8","","","","","","","","","","","3,45","1","","","5,17","7","","","","","","","","","","","4,951","8","4,679","16"
"София-град","София","общинско","общообразователно","27 Средно общооразователно училище","3,21","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,21","1"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно средно общообразователно училище   ""Орфей""","4,33","4","","","","","","","2,97","1","","","","","5,5","1","4,35","1","5,68","1","","","","","","","","","4,625","4","4,476","8"
"София-град","София","Частно","профилирана гимназия","Частна профилирана гимназия","4,29","20","","","","","","","4,31","2","","","","","4,57","6","5,31","12","","","","","","","","","","","4,986","20","4,638","40"
"София-град","София","Частно","V - ХІІ клас","Първа Частна Математическа   Гимназия","5,16","13","5,78","2","","","","","","","","","","","5,61","1","5,26","10","","","","","","","","","","","5,366","13","5,265","26"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно средно общообразователно училище","4,61","2","","","","","","","","","","","","","","","5,66","2","","","","","","","","","","","5,66","2","5,135","4"
"София-град","София","Частно","СОУ (І - ХІІ клас)","Частно средно общообразователно училище ""Дружба"" - София","4,48","23","4,14","3","","","","","","","","","","","4,12","1","4,96","19","","","","","","","","","","","4,814","23","4,647","46"
"София-град","София","Частно","СОУ (І - ХІІ клас)","ЧАСТНО  СРЕДНО ОБЩООБРАЗОВАТЕЛНО   УЧИЛИЩЕ  ""Галина Сергеевна Уланова""","3,46","1","","","","","","","","","","","","","","","5,09","1","","","","","","","","","","","5,09","1","4,275","2"
"София-област","Божурище","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Летец Христо Топракчиев""","4,73","14","","","","","","","","","","","3,89","7","4,51","2","4,66","4","","","","","5,21","1","","","","","4,291","14","4,51","28"
"София-област","Ботевград","Общинско","профилирана гимназия","Природо-математическа гимназия","4,64","67","4,41","5","3,92","1","","","4,22","7","5,89","1","","","4,58","24","4,97","26","","","4,91","4","4,04","1","","","","","4,699","69","4,67","136"
"София-област","Ботевград","Държавно","професионална гимназия","Професионална гимназия по техника и мениджмънт","3,45","131","2,79","1","2,51","2","","","2,95","41","","","","","3,67","71","4,53","10","","","","","","","","","","","3,477","125","3,464","256"
"София-област","Ботевград","Държавно","професионална гимназия","Техническа професионална гимназия","3,09","21","","","","","","","2,73","24","","","","","5,78","1","3,61","1","","","","","","","","","","","2,885","26","2,979","47"
"София-област","Годеч","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Проф. д-р Асен Златаров""","3,82","37","","","3,66","9","5,49","1","3,39","26","","","4,29","1","5,16","2","5,74","1","","","","","","","","","","","3,671","40","3,743","77"
"София-област","Горна Малина","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,83","20","","","5,75","1","","","3,54","3","","","","","4,31","16","","","","","","","","","","","","","4,271","20","4,05","40"
"София-област","Долна баня","Общинско","професионална гимназия","Професионална гимназия  ""Христо Ботев""","2,73","36","","","2,62","1","","","","","","","","","2,92","29","","","","","","","","","","","","","2,914","30","2,812","66"
"София-област","Долна баня","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,67","20","5,18","1","","","","","2,69","3","","","3,36","11","4,33","3","5,33","2","","","","","","","","","","","3,694","20","3,68","40"
"София-област","Драгоман","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Христо Ботев"" Драгоман","3,55","12","","","","","","","3,2","10","","","","","","","4,63","2","","","","","","","","","","","3,436","12","3,494","24"
"София-област","Елин Пелин","Държавно","професионална гимназия","Професионална гимназия по керамика","3,26","24","","","","","","","3,24","20","","","3,04","2","3,65","5","","","","","","","","","","","","","3,299","27","3,279","51"
"София-област","Елин Пелин","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно   училище","4,12","49","5,77","1","4,86","4","","","4,03","16","","","3,73","18","4,98","4","5,16","7","","","","","","","","","","","4,259","50","4,193","99"
"София-област","Етрополе","Общинско","професионална гимназия","Професионална гимназия ""Тодор Пеев""","3,1","35","","","3,24","1","","","2,84","21","","","","","3,48","16","","","","","","","","","","","","","3,122","38","3,112","73"
"София-област","Етрополе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Христо Ясенов""","4,22","59","5,3","7","3,44","5","","","3,47","15","","","","","4,64","14","4,99","17","","","","","5,77","1","","","","","4,44","59","4,329","118"
"София-област","Златица","Държавно","професионална гимназия","Аграрно -техническа професионална гимназия","3,16","25","3,06","1","","","","","2,94","24","","","","","","","","","","","","","","","","","","","2,943","25","3,052","50"
"София-област","Златица","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Свети Паисий Хилендарски""","4,3","18","4,07","2","","","","","4,65","6","","","4,27","7","6","1","5,62","2","","","","","","","","","","","4,618","18","4,46","36"
"София-област","Ихтиман","Държавно","професионална гимназия","Професионална гимназия ""Васил Левски""","2,65","45","","","2,64","5","","","2,6","41","","","3,06","7","","","","","","","","","","","","","","","2,665","53","2,658","98"
"София-област","Ихтиман","Общинско","СОУ (І - ХІІ клас)","Средно     общообразователно  училище   ""Христо Ботев""","3,8","56","4,08","4","3,65","2","","","3,09","40","5,41","1","","","4,63","4","5,36","7","","","","","","","","","","","3,598","58","3,697","114"
"София-област","Копривщица","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","2,84","45","","","2,55","21","","","","","","","","","3,07","19","","","","","","","","","","","","","2,796","40","2,817","85"
"София-област","Костенец","Държавно","професионална гимназия","Професионална гимназия  ""Георги Сава Раковски""","3,29","22","","","2,76","3","","","","","","","3,48","1","3,59","17","3,43","2","","","","","","","","","","","3,461","23","3,377","45"
"София-област","Костенец","Общинско","СОУ (І - ХІІ клас)","Средно Общообразователно Училище ""Св. Климент Охридски"" - гр. Костенец","4,79","43","6","1","4,38","3","","","3,74","11","","","4,28","16","5,28","6","5,33","6","","","","","","","","","","","4,475","43","4,631","86"
"София-област","Костинброд","Държавно","професионална гимназия","Професионална гимназия  по ветеринарна медицина и селско   стопанство","3,54","57","","","2,42","2","","","3,23","10","","","3,68","4","3,84","42","3,53","6","","","","","","","","","","","3,66","64","3,606","121"
"София-област","Костинброд","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Д-р Петър Берон""","4,08","19","","","","","","","3,15","2","","","3,66","2","4,41","11","5,28","4","","","","","","","","","","","4,382","19","4,232","38"
"София-област","Пирдоп","Държавно","професионална гимназия","Професионална гимназия по механаноелектротехника","3,23","59","3,04","1","","","","","2,98","40","","","","","3,53","12","4,53","2","","","","","","","","","","","3,161","55","3,194","114"
"София-област","Пирдоп","Държавно","професионална гимназия","Професионална гимназия по туризъм и  хранителни технологии","3,23","53","","","","","","","2,95","12","","","","","3,67","33","4,15","1","","","","","","","","","","","3,494","46","3,353","99"
"София-област","Пирдоп","Общинско","V - ХІІ клас","Средно общообразователно училище","4,44","27","5,08","6","","","","","4,1","5","","","","","5,16","5","5,31","11","","","","","","","","","","","5,006","27","4,724","54"
"София-област","Правец","Държавно","професионална гимназия","Професионална гимназия по     компютърни технологии и системи","4,18","92","4,32","29","4,9","3","","","3,58","16","","","3,89","2","4,18","15","4,69","27","","","","","","","","","","","4,287","92","4,231","184"
"София-област","Правец","Общинско","профилирана гимназия","Гимназия с преподаване на чужди езици","4,78","98","4,86","17","3,51","3","","","4,02","7","","","4,85","9","4,34","31","4,96","22","","","5,33","10","","","","","","","4,664","99","4,721","197"
"София-област","Самоков","Държавно","професионална гимназия","Професионална гимназия по туризъм","3,73","41","3,73","1","","","","","3,52","37","","","","","","","4,46","7","","","","","","","","","","","3,674","45","3,699","86"
"София-област","Самоков","Държавно","професионална гимназия","Професионална техническа   гимназия ""Никола Вапцаров""","4,2","58","4,14","4","3,23","20","","","3,45","18","","","4,11","4","4,37","8","4,97","8","","","","","","","","","","","3,781","62","3,983","120"
"София-област","Самоков","Общинско","профилирана гимназия","Профилирана гимназия","4,79","75","4,82","11","5,2","8","5,43","1","4,49","10","3,42","1","4,44","14","5,28","3","5,26","22","","","5,15","5","","","","","","","4,904","75","4,845","150"
"София-област","Самоков","Общинско","спортно","Спортно училище""Никола Велчев""","3,8","16","","","3,11","1","","","3,01","2","","","","","3,77","13","","","","","","","","","","","","","3,634","16","3,717","32"
"София-област","Самоков","Общинско","V - ХІІ клас","Средно общообразователно училище","3,84","25","","","5,6","1","","","3,91","4","","","","","3,99","11","5,06","9","","","","","","","","","","","4,426","25","4,135","50"
