"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"Пазарджик","Пещера","Държавно","професионална гимназия","Професионална гимназия  по  лека   промишленост  и машиностроене","3,02","19","","","","","","","3,05","18","","","","","2,4","1","","","","","","","","","","","","","3,019","19","3,019","38"
"Пазарджик","Пещера","Държавно","професионална гимназия","Професионална гимназия по хранително-  вкусови технологии","3,61","34","3,55","2","","","","","3,21","13","","","","","4,51","12","3,58","3","","","","","","","","","","","3,791","30","3,698","64"
"Пазарджик","Пещера","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,04","28","","","3,74","2","","","","","","","","","4,66","24","4,84","1","","","","","","","","","","","4,602","27","4,318","55"
"Пазарджик","Ракитово","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,27","19","4,95","1","","","","","4,39","16","","","","","","","5,7","1","","","","","","","","","","","4,494","18","4,381","37"
"Пазарджик","Ракитово","Общинско","професионална гимназия","Професионална гимназия","3,05","20","","","","","","","2,59","18","","","","","","","","","","","","","","","","","","","2,591","18","2,831","38"
"Пазарджик","Виноградец","Общинско","професионална гимназия","ПРОФЕСИОНАЛНА  ГИМНАЗИЯ   ПО  ТРАНСПОРТ","2,94","28","","","","","","","2,86","24","","","","","3,35","2","","","","","","","","","","","","","2,898","26","2,917","54"
"Пазарджик","Септември","Държавно","професионална гимназия","Професионална гимназия по   механизация на земеделското стопанство","2,88","35","","","2,6","8","","","","","","","","","2,97","26","","","","","","","","","","","","","2,885","34","2,884","69"
"Пазарджик","Септември","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,28","16","4,87","1","","","","","","","","","","","4,78","15","","","","","","","","","","","","","4,787","16","4,533","32"
"Пазарджик","Септември","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","2,59","1","","","","","","","","","","","","","2,88","1","","","","","","","","","","","","","2,88","1","2,735","2"
"Пазарджик","Стрелча","Общинско","V - ХІІ клас","Средно общообразователно училище","4,55","23","","","4,88","4","","","3,42","15","","","","","3,7","3","3,47","2","","","","","","","","","","","3,705","24","4,12","47"
"Пазарджик","Сърница","Общинско","СОУ с (присъединена) група в детска градина","СРЕДНО ОБЩООБРАЗОВАТЕЛНО УЧИЛИЩЕ","4,02","49","3,53","3","3,87","15","","","3,07","27","","","","","4,07","4","","","","","","","","","","","","","3,425","49","3,725","98"
"Перник","Брезник","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно  училище  ""Васил Левски"" - гр. Брезник","3,78","19","","","","","","","4,81","3","","","","","3,96","15","5,38","1","","","","","","","","","","","4,166","19","3,974","38"
"Перник","Земен","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","2,87","2","","","","","","","3,58","2","","","","","","","","","","","","","","","","","","","3,575","2","3,22","4"
"Перник","Перник","Общинско","профилирана гимназия","Гимназия с преподаване на чужди езици  ""Симеон Радев""","4,93","110","4,09","8","2,66","1","","","4,04","14","","","4,54","10","5,65","6","5,27","55","","","5,15","11","5,21","1","5,55","4","","","4,957","110","4,942","220"
"Перник","Перник","Общинско","СОУ (І - ХІІ клас)","Пето средно общообразователно   училище","4,49","11","","","2,66","2","","","2,9","5","5,46","1","3,64","9","","","3,39","1","","","","","","","","","","","3,416","18","3,822","29"
"Перник","Перник","Общинско","профилирана гимназия","Природоматематическа гимназия","4,41","88","4,98","9","4,7","1","5,76","2","4,92","25","","","4,25","29","","","5,15","21","","","","","","","","","","","4,776","87","4,593","175"
"Перник","Перник","Държавно","професионална гимназия","Професионална гимназия по енергетика и минна  промишленост","3,31","33","","","3,06","2","","","3,21","15","","","3,21","13","3,35","3","","","","","","","","","","","","","3,214","33","3,261","66"
"Перник","Перник","Държавно","професионална гимназия","Професионална гимназия   по икономика","4,35","115","5","4","4,88","5","","","3,68","49","","","4,23","27","4,45","16","4,98","12","","","","","","","","","","","4,16","113","4,257","228"
"Перник","Перник","Държавно","професионална гимназия","Професионална гимназия по облекло и туризъм","3,54","70","","","","","","","3,21","8","","","3,54","48","4,32","6","4,37","7","","","","","","","","","","","3,652","69","3,594","139"
