"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"Враца","Борован","Борован","603004","Професионална гимназия по транспорт ""Коста Петров""","3,4","31","","","3,22","2","","","","","3,67","1","3,48","4","3,34","14","","","2,57","1","","","","","","","","","3,34","22","3,37","53"
"Враца","Бяла Слатина","Бяла Слатина","603026","Професионална агротехническа гимназия ""Никола Йонков Вапцаров""","3,65","60","5,01","1","","","","","2,62","10","","","","","4,19","11","4,17","6","","","","","","","","","","","3,65","28","3,65","88"
"Враца","Бяла Слатина","Бяла Слатина","600221","Професионална гимназия по облекло ""Елисавета Багряна""","3,34","20","","","","","","","3,16","20","","","3,24","1","3,9","1","3,98","1","","","","","","","","","","","3,23","23","3,28","43"
"Враца","Бяла Слатина","Бяла Слатина","603024","Средно училище ""Васил Левски""","4,12","39","","","4,51","2","","","3,52","21","","","4,26","1","4,05","14","5,61","4","","","","","","","","","","","3,96","42","4,04","81"
"Враца","Бяла Слатина","Габаре","602022","Средно училище ""Христо Ботев""","3,12","11","","","","","","","3,12","12","","","","","","","","","","","","","","","","","","","3,12","12","3,12","23"
"Враца","Бяла Слатина","Галиче","603025","Средно училище ""Христо Ботев""","2,47","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,47","2"
"Враца","Враца","Враца","600061","Профилирана езикова гимназия ""Йоан Екзарх""","4,69","91","","","3,5","2","","","4,26","17","","","3,84","15","4,71","13","5,57","40","","","","","5,58","3","","","","","4,86","90","4,78","181"
"Враца","Враца","Враца","602062","Профилирана природо-математическа гимназия ""Академик Иван Ценов""","5,17","172","5,08","52","5,44","4","5,88","2","5,11","8","5,98","2","4,21","13","5,08","49","5,61","42","","","","","","","","","","","5,17","172","5,17","344"
"Враца","Враца","Враца","603067","Професионална гимназия по търговия и ресторантьорство","3,61","61","","","3,27","1","","","3,01","5","","","3,71","18","3,6","17","","","","","","","","","","","","","3,57","41","3,59","102"
"Враца","Враца","Враца","603065","Професионална техническа гимназия ""Н. Й. Вапцаров""","3,55","81","","","2,66","1","","","3,19","27","","","3,3","8","3,75","28","5,03","9","","","","","","","","","","","3,64","73","3,59","154"
"Враца","Враца","Враца","608060","Спортно училище ""Св.Климент Охридски""","3,54","30","","","3,14","2","","","3,33","15","","","3,64","4","4,08","11","","","","","","","","","","","","","3,62","32","3,58","62"
"Враца","Враца","Враца","600327","Средно училище ""Козма Тричков""","4,09","21","","","4,5","1","","","","","","","4,27","4","4,24","14","4,96","2","","","","","","","","","","","4,32","21","4,21","42"
"Враца","Враца","Враца","603059","Средно училище ""Васил Кънчов""","4,28","54","3,11","1","3,81","1","","","4,41","8","5,89","1","3,73","21","4,87","15","5,22","5","","","","","","","","","","","4,33","52","4,31","106"
"Враца","Враца","Враца","603057","Средно училище ""Отец Паисий""","3,72","32","","","","","","","3,56","15","","","3,37","15","5,3","2","","","","","","","","","","","","","3,58","32","3,65","64"
"Враца","Враца","Враца","603058","Средно училище ""Христо Ботев""","4,73","108","2,92","1","5,21","2","","","4,59","24","","","4,23","25","5,03","37","5,65","20","","","","","","","","","","","4,85","109","4,79","217"
"Враца","Враца","Враца","603071","Професионална гимназия ""Димитраки Хаджитошин""","3,58","10","","","3,23","3","","","3,73","3","","","2,87","3","3,69","4","","","4,35","1","","","","","","","","","3,47","14","3,52","24"
"Враца","Враца","Враца","603070","Средно училище ""Никола Войводов""","4,07","26","","","","","","","3,9","5","","","4,24","8","4,04","11","3,93","2","","","","","","","","","","","4,07","26","4,07","52"
"Враца","Враца","Враца","603140","Средно училище ""Мито Орозов""","3,4","3","","","","","","","3,84","2","","","2,66","1","","","","","","","","","","","","","","","3,44","3","3,42","6"
"Враца","Козлодуй","Бутан","603079","Професионална гимназия по селско стопанство ""Христо Ботев""","3,01","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,01","31"
"Враца","Козлодуй","Козлодуй","603078","Професионална гимназия по ядрена енергетика ""Игор Курчатов""","3,5","46","","","","","","","","","","","3,05","3","3,54","10","3,57","2","5,46","1","","","","","","","","","3,57","16","3,52","62"
"Враца","Козлодуй","Козлодуй","603077","Средно училище ""Св. св. Кирил и Методий""","5,32","50","5,42","10","5,45","2","4,86","2","5,51","1","5,7","1","5,14","3","4,44","11","5,5","18","5,78","1","5,01","1","","","","","","","5,2","50","5,26","100"
"Враца","Козлодуй","Козлодуй","603076","Средно училище ""Христо Ботев""","4,09","48","3,64","3","","","","","3,59","5","","","3,65","27","4,36","3","4,49","10","","","","","","","","","","","3,86","48","3,98","96"
"Враца","Криводол","Криводол","603087","Средно училище ""Св. Св. Кирил и Методий""","2,99","15","","","","","","","3,28","14","","","3,04","1","","","","","","","","","","","","","","","3,26","15","3,13","30"
"Враца","Мездра","Зверино","603099","Средно училище ""Свети Климент Охридски""","4,14","21","","","5,84","1","","","4,37","17","","","4,81","1","5,77","2","","","","","","","","","","","","","4,59","21","4,37","42"
"Враца","Мездра","Мездра","603101","Професионална гимназия по механизация на селското стопанство","3,12","19","","","","","","","2,86","20","","","","","","","","","","","","","","","","","","","2,86","20","2,99","39"
"Враца","Мездра","Мездра","603100","Професионална гимназия ""Алеко Константинов""","3,24","19","","","","","","","2,81","6","","","","","3,61","1","","","","","","","","","","","","","2,93","7","3,15","26"
"Враца","Мездра","Мездра","603098","Средно училище ""Иван Вазов""","4,18","49","3,29","1","3,22","2","","","3,55","21","","","3,62","2","3,84","6","5,05","17","","","","","","","","","","","4,09","49","4,14","98"
"Враца","Мизия","Мизия","603108","Професионална гимназия по химични технологии ""Васил Левски""","3,87","18","","","3,36","2","","","","","","","","","","","","","","","","","","","","","","","3,36","2","3,82","20"
"Враца","Оряхово","Оряхово","603116","Средно училище ""Христо Ботев""","4","47","","","","","","","3,18","1","","","4,35","1","","","","","","","","","","","","","","","3,77","2","3,99","49"
"Враца","Роман","Кунино","2902507","Професионална гимназия по каменообработване","3,59","7","","","","","","","2,84","5","","","","","","","","","","","","","","","","","","","2,84","5","3,28","12"
"Враца","Роман","Роман","603123","Средно училище ""Васил Левски""","3,84","21","4,5","1","","","","","3,27","16","","","4,41","2","5,57","4","","","","","","","","","","","","","3,82","23","3,83","44"
"Враца","Хайредин","Хайредин","603130","Средно училище ""Васил Воденичарски""","3,77","22","","","3,34","1","","","3,22","4","","","3,82","2","","","","","","","","","","","","","","","3,41","7","3,68","29"
"Габрово","Габрово","Габрово","700115","НАЦИОНАЛНА АПРИЛОВСКА ГИМНАЗИЯ","5,11","121","4,68","15","5,12","15","","","4,24","3","5,41","1","4,2","6","4,6","4","5,6","73","","","5,77","4","","","","","","","5,29","121","5,2","242"
"Габрово","Габрово","Габрово","700116","Природоматематическа гимназия ""Академик Иван Гюзелев""","4,85","91","5,01","37","4,93","4","","","5,49","1","","","3,9","4","5,26","26","5,52","18","5,99","1","","","","","","","","","5,15","91","5","182"
"Габрово","Габрово","Габрово","700117","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО","3,39","25","","","2,9","1","","","","","","","3,37","2","3,74","12","5,45","2","","","","","","","","","","","3,85","17","3,58","42"
"Габрово","Габрово","Габрово","700120","Професионална гимназия по туризъм ""Пенчо Семов""","3,96","88","","","3,45","3","","","3,97","9","","","3,72","31","3,76","21","4,52","10","","","","","","","","","","","3,86","74","3,91","162"
"Габрово","Габрово","Габрово","700118","ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ ""Д-р Никола Василиади""","3,88","91","","","4,13","11","","","3,47","4","","","3,48","27","4,13","19","5,31","27","5,75","1","","","","","","","","","4,28","89","4,08","180"
"Габрово","Габрово","Габрово","700113","Средно училище ""Отец Паисий""","3,61","21","","","4,73","1","","","3,15","2","2,97","1","3,21","2","3,67","12","3,67","3","","","","","","","","","","","3,6","21","3,6","42"
"Габрово","Габрово","Габрово","700114","Средно училище ""Райчо Каролев""","3,66","22","","","","","","","4,58","1","","","4,11","5","3,45","15","5,72","2","","","","","","","","","","","3,84","23","3,75","45"
"Габрово","Дряново","Дряново","700205","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ИКОНОМИКА ""РАЧО СТОЯНОВ""","3,65","33","","","","","","","3,03","10","","","3,07","2","","","3,42","2","","","","","","","","","","","3,09","14","3,48","47"
"Габрово","Дряново","Дряново","700204","Средно училище ""Максим Райкович""","3,97","20","","","4,16","3","","","3,63","5","","","3,64","8","","","5,51","4","","","","","","","","","","","4,09","20","4,03","40"
"Габрово","Севлиево","Градница","700320","Професионална гимназия по транспорт и машиностроене","3,03","35","","","","","","","2,44","1","","","","","3,48","26","","","","","","","","","","","","","3,44","27","3,2","62"
"Габрово","Севлиево","Севлиево","700323","Професионална гимназия по механоелектротехника ""Ген.Иван Бъчваров""","3,76","75","4,2","5","5,51","1","","","4,16","7","","","3,36","2","3,83","44","4,72","14","","","","","","","","","","","4,07","73","3,91","148"
"Габрово","Севлиево","Севлиево","700318","Средно училище ""Васил Левски""","4,83","36","","","","","","","4,84","1","6","1","4,45","2","5,17","12","5,85","20","","","","","","","","","","","5,52","36","5,18","72"
"Габрово","Севлиево","Севлиево","700330","Професионална гимназия ""Марин Попов""","2,94","28","","","3,87","1","","","2,81","24","","","","","2,4","1","","","","","","","","","","","","","2,83","26","2,89","54"
"Габрово","Трявна","Трявна","700403","Средно училище ""Петко Рачев Славейков""","4,87","22","4,64","1","4,62","2","","","4,01","1","5,75","3","4,01","9","5,41","1","5,56","5","","","","","","","","","","","4,75","22","4,81","44"
"Габрово","Трявна","Трявна","2902503","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА ""ТРЕВНЕНСКА ШКОЛА""","4,05","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,05","23"
"Добрич","Балчик","Балчик","800061","Средно училище ""Христо Ботев""","3,85","49","4,78","1","","","4,69","2","3,58","7","","","","","4,03","30","5,57","10","","","","","","","","","","","4,32","50","4,09","99"
"Добрич","Балчик","Оброчище","800065","Средно училище ""Христо Смирненски""","3,33","16","","","","","","","","","","","3,57","3","3,05","3","","","","","","","","","","","","","3,31","6","3,33","22"
"Добрич","Генерал Тошево","Генерал Тошево","800076","Професионална гимназия по земеделие ""Тодор Рачински""","4,06","22","","","","","","","3,77","20","","","4,94","2","","","","","","","","","","","","","","","3,88","22","3,97","44"
